Name,Score,Keyword,Time,Purchase,Text,votes,Helpful_Votes,Experience,product_name
niyati jain,5,watch,18-Jun-19,Verified Purchase,it was value for money!,Helpful,169,5,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Amazon Customer,3,Big dial..,23-May-17,Verified Purchase,It was good and mind you the dial is really bigger than expected.,Helpful,197,2,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Amazon Customer,5,Super,13-Oct-19,Verified Purchase,Must buy,Helpful,33,1,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Binesh,1,Not worth,16-Aug-19,Verified Purchase,Bad product...,Helpful,66,5,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
SANAL KUMBUKAL,2,waste,14-Jul-19,Verified Purchase,waste of money,Helpful,213,4,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Irfan uddin,4,Osm,17-Aug-19,Verified Purchase,Value of money,Helpful,71,5,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Liton,4,Good,13-Aug-19,Verified Purchase,Value for money,Helpful,123,2,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Tanisha,5,Amazingly durable,12-Oct-19,Verified Purchase,Better than I thought,Helpful,95,5,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
veena b,5,Good,26-Oct-19,Verified Purchase,Nice product.,,108,1,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Satish,5,Ok,6-Sep-19,Verified Purchase,Good product,Helpful,201,4,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Yashika Vikas Gupta,5,Nice,20-Mar-19,Verified Purchase,Good product,Helpful,113,2,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Dr. Sathi Banerjee,5,Good,25-Aug-19,Verified Purchase,Good looking,Helpful,57,3,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Sonika yadav,1,Chain of watch break within one month,9-Jun-19,Verified Purchase,Poor quality,Helpful,92,2,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
pooja singh,4,Smart looking watch,28-Jul-19,Verified Purchase,Good product,Helpful,32,2,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
akshaya manohara,5,Good,6-Sep-19,Verified Purchase,Good,Helpful,96,1,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Amazon Customer,2,Good,5-Aug-19,Verified Purchase,Nice,Helpful,144,1,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Nazish Farhan,4,Thnks amazon for this wonderful watch,18-May-18,Verified Purchase,Lovely watch...thank u #amazon,Helpful,187,5,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Giridhar reddy m,4,Good,7-Mar-19,Verified Purchase,Dial I like,Helpful,69,3,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Piash talukder,5,Nice,1-Feb-19,Verified Purchase,Nice,Helpful,26,5,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Jagmeet singh,5,good,16-Aug-19,Verified Purchase,like,Helpful,117,4,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Amazon Customer,4,Super product,15-Nov-18,Verified Purchase,Good running watch,Helpful,196,5,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Amazon Customer,4,Four Stars,7-Sep-18,Verified Purchase,Nice Watch,Helpful,137,1,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Sushma,5,Good,29-Jul-19,Verified Purchase,Nice looks,Helpful,130,1,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Sukh,3,Nice,27-Feb-19,Verified Purchase,Nice watch,Helpful,64,5,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Hussain mahuwala,2,Ok,14-Aug-19,Verified Purchase,Ok,Helpful,186,1,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Gargi Ghosh,5,Lovely watch,8-Mar-19,Verified Purchase,Super cool watch.,Helpful,94,4,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
mahesh,2,Waist of money,9-Mar-19,Verified Purchase,Not Worth to buy.,Helpful,195,1,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
gagandhawan,1,Very bad product,12-Mar-19,Verified Purchase,Very bad product,Helpful,101,4,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Shreya,5,Superb one,7-Jan-19,Verified Purchase,Good one,Helpful,63,3,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Romena Mukherjee,5,Awesome,24-Sep-19,Verified Purchase,Loved it,Helpful,226,3,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Amazon Customer,2,Good,8-Oct-18,Verified Purchase,Dial is too big,Helpful,153,5,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Shobha Rohilla,3,Three Stars,17-Aug-18,Verified Purchase,Product is nice,Helpful,176,3,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Amazon Customer,5,Awesome product,7-Jul-19,Verified Purchase,Awesome product,Helpful,225,1,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Shraddha Raikwar,4,Four Stars,28-Dec-17,Verified Purchase,Super watch luxury look I love it👍👍,Helpful,165,1,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Monasharma,5,Beter,5-Sep-19,Verified Purchase,Better product,Helpful,46,1,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
RoySampriti,5,Superb,4-Nov-19,Verified Purchase,Superb product,Helpful,181,3,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Amazon Customer,2,Two Stars,7-Jan-18,Verified Purchase,Too big in size for women generally,Helpful,115,1,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Amazon Customer,4,Four Stars,30-Jun-17,Verified Purchase,good and satisfactory,Helpful,194,3,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Inder pal singh,5,Good one,23-Nov-18,Verified Purchase,Watch is good,Helpful,130,1,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Bhaskar Jyoti Goswami,5,nice watches,11-Nov-18,Verified Purchase,nice watches,Helpful,178,3,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Rakesh,4,Good,6-Jul-19,Verified Purchase,Good product,Helpful,175,5,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Mustafizur Rahaman,5,Good,5-Oct-19,Verified Purchase,Good,Helpful,37,3,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
darshan singh mahala,5,Go,11-Aug-19,Verified Purchase,Nice,Helpful,25,4,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Bishwaranjan Jana,2,Two Stars,14-Jun-18,Verified Purchase,Wrongly picturised.,Helpful,183,3,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Rohit,5,Good product,19-Aug-19,Verified Purchase,Good watch.,Helpful,127,2,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Afroz Alam,5,Five Stars,19-Apr-18,Verified Purchase,Classy watch at this price,Helpful,83,2,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Ashad farid,5,Nice,29-Oct-18,Verified Purchase,Nice product...,Helpful,77,3,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
jyothi,5,Good product,27-Oct-19,Verified Purchase,Nice watch,Helpful,174,2,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Mohd Reza Alam,3,Na,4-Nov-19,Verified Purchase,Na,Helpful,166,1,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Amazon Customer,5,Beautiful Watch!,5-Mar-19,Verified Purchase,Loved it!,Helpful,33,5,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Kavita shukla,4,Good,9-Feb-19,Verified Purchase,Very good,Helpful,198,1,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
rakesh chabungbam,5,Superb,13-Aug-19,Verified Purchase,Fantastic,Helpful,102,2,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Prashanth,4,Stylish,5-Aug-19,Verified Purchase,Nice dial,Helpful,87,5,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Amazon Customer,4,Four Stars,12-May-18,Verified Purchase,awsm wach love it,,124,5,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Arul Mozhie,5,Good,27-Oct-19,Verified Purchase,Good one,Helpful,187,2,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
selvam,3,Hup,30-Aug-19,Verified Purchase,Not bad,Helpful,216,1,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
hari bollampally,4,Not bad,20-Jul-19,Verified Purchase,Not bad,Helpful,73,5,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
akash shukla,5,Nice product in a low price,19-Oct-18,Verified Purchase,It's all good,Helpful,130,3,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Venkatesh K.,5,Worthy product,27-Jan-18,Verified Purchase,Nice look,Helpful,193,1,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Amazon Customer,5,Good Watch,25-Apr-18,Verified Purchase,Nice,Helpful,218,3,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
sujith,4,Good,8-Oct-19,Verified Purchase,Good,Helpful,175,3,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Arjun A M,5,Nice product,28-Mar-19,Verified Purchase,Good,Helpful,62,5,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Fsk,4,Good,6-Aug-19,Verified Purchase,Goos,Helpful,63,2,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Rajat Bhardwaj,3,same as in pic,12-Jun-19,Verified Purchase,good,Helpful,147,5,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Amazon Customer,5,Woww,27-Jul-19,Verified Purchase,Wiw,Helpful,172,4,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
shwetha prasad,1,Nice and good,23-Sep-19,Verified Purchase,Gd,Helpful,46,3,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
gurdeep kaur,5,Good,14-Sep-19,Verified Purchase,👌,Helpful,196,5,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Rahul Kumar,4,Quality,20-Nov-18,Verified Purchase,Good,,202,1,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
atul kumar nautiyal,1,One Star,25-Dec-17,Verified Purchase,My watch now become out of oder,Helpful,170,4,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Jugesh P.,4,Ok,6-Feb-18,Verified Purchase,Good one,Helpful,33,2,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Priyanka Mishra,5,Five Stars,5-Apr-18,Verified Purchase,Loved it,Helpful,103,5,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Prabh,5,Five Stars,19-Apr-18,Verified Purchase,V nyc watch...,Helpful,47,2,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Veeram,4,Four Stars,7-Jan-18,Verified Purchase,Great product..liked it!!,Helpful,169,2,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Shweta Pomal,2,Ok,8-Jul-19,Verified Purchase,Ok,Helpful,98,3,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
neetu singh kushwah,3,Three Stars,24-May-18,Verified Purchase,Nice,Helpful,120,4,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Prasant Kr Sinha,3,Three Stars,6-Nov-17,Verified Purchase,product is nice....,Helpful,110,4,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Shreya Singh,4,Four Stars,14-Mar-18,Verified Purchase,Nice item,Helpful,209,4,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
akhila,1,One Star,9-Jun-18,Verified Purchase,,,225,2,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
SUDIPTA SINHA,5,Five Stars,17-May-18,Verified Purchase,Excellent,Helpful,127,5,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
naveen sabeti,5,PERFECT FOR GIFTING,16-Oct-17,Verified Purchase,GREAT PRODUCT,Helpful,216,1,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
DipayanRoyChowdhury,5,Five Stars,15-Jun-17,Verified Purchase,Really Good,Helpful,178,2,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Amazon Customer,4,Four Stars,25-Sep-17,Verified Purchase,Pretty watch,Helpful,218,5,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Amazon Customer,1,One Star,25-May-17,Verified Purchase,worst product watch,Helpful,59,1,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Soumya S.,4,Four Stars,18-Mar-17,Verified Purchase,it is good,Helpful,188,4,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Mousumi Das,5,Satisfied this time 100%,11-Dec-17,Verified Purchase,Worth buy.. love it.... Everyone notied my watch.. thank you so much amazon... Nice delivery.. if u hav bigger wrist u can order it undoubtedly...,,150,2,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Amazon costumer,4,Gud product,1-Jul-17,Verified Purchase,If u r a fan of big dial watches thn definitely go for ths one! And it is rose toned wich is best.M givin -1 star only for d packaging...,,204,4,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
neelam,1,stopped working in 3 months,21-Mar-18,Verified Purchase,It stopped working in 3 months time . Can u provide with a solution,3 people found this helpful,64,2,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Customer,5,Five Stars,18-Dec-17,Verified Purchase,Exclnt watch..,,28,5,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
G v rakesh,4,Stylish,7-Nov-18,,Good one. Suits me. Used as party wear n fir the office use as well. Stylish m smart. Must buy,Helpful,182,5,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Namsans,4,Good,17-Jul-18,,Nice watch. Though the watch dial is bigger than most of women’s watches. Had to tighten it as it was loose,Helpful,112,2,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Japanjot kaur,5,Great Quality👌🏻😍,29-Oct-18,,Its trendy and look expensive... affordable and gorgeous..! Love its colour and design most..! Working properly ...... ! ! !,Helpful,230,3,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
varsha,5,worth for money,13-Feb-19,,reasonable price and works with good condition.good seller response for the product.nice product within the price range.ok,Helpful,110,4,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Arpita D.,4,Four Stars,14-Jul-18,,Its a really nice watch.... Looks simple and elegant with big dial..,,107,4,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Varun,1,Unhappy to recive it,10-Aug-18,,Quality not maintained. I think you’re making us fool . Bad in quality,Helpful,60,4,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
sivakumar,5,Nice looking,14-May-18,,Very good product.. I given gift they responded positively and they r so happy..,Helpful,159,1,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Vijay R.,5,Supurb product,23-Oct-18,,Really Nice Watch And So beautiful Look .Same a in picture .I give 5 star This product. And so Lowest price.,Helpful,108,4,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
hemant p gore,5,Five Stars,2-Aug-18,,GOOD WATCH FOR THE PRICE,Helpful,218,3,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Odell,5,Nice,23-Jul-19,,It was nice,Helpful,29,2,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Amazon Customer,1,No one will come to pick the item if you want to return it,16-Jun-18,,No one will come to pick the item if you want to return it.,Helpful,166,2,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
rahul dev rabha,5,Let's see after getting...,14-Jul-19,,Gud let see...,Helpful,93,5,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Rajdeep Deb,5,Simply waaaooo,3-May-18,,I loved it.....The design....The looks.... stylish watch....😘😘😘😘,,142,1,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Tarika Bhatt,5,excellent product,19-Oct-18,,nice watch must buy this,Helpful,33,2,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Munish,5,Five Stars,4-Aug-18,,Good product... Value for money,Helpful,66,2,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Amazon Customer,3,Good,19-Jun-18,,Nice,Helpful,75,4,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Doli Roy,1,Good,10-May-19,,Good,Helpful,218,5,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Samir Mondal,5,Good,30-Jul-19,Verified Purchase,Good,Helpful,175,3,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Amazon Customer,5,pefrect gift fir girls,6-Nov-19,Verified Purchase,Super quality,Helpful,88,1,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Darshini,4,Awesome product,11-Aug-19,Verified Purchase,Watch looks stunning. Value for money.,,189,2,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
ratul b.,5,A good buy,10-Nov-19,Verified Purchase,Nice looking watch and value for money,Helpful,85,3,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Amazon Customer,4,Nice watch,7-Nov-19,Verified Purchase,Worth buying,Helpful,45,4,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Sheikh Anis,4,👍👍,16-Nov-19,Verified Purchase,Good product,Helpful,120,3,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Anshu suroliya,5,Value for money,11-Nov-19,Verified Purchase,Like,Helpful,161,1,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
wallflower17,4,Okay looking but stones came off.,16-Nov-19,Verified Purchase,I love the look. Very attractive. The only problem is that two of the stones came off on the very first day I purchased it.,,197,5,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Syed,5,Awesome watch,9-Nov-19,Verified Purchase,Good,Helpful,90,5,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
premkumar b.,4,Good,10-Nov-19,Verified Purchase,Good,Helpful,178,2,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Bijumoni Sarma,3,Nice product,10-Nov-19,Verified Purchase,I like it,Helpful,211,2,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
sandeep t.,5,Good product,13-Nov-19,Verified Purchase,Good product,Helpful,219,3,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
Milind Dighe,1,Poor quality. Stopped working after 2 months.,11-Nov-19,Verified Purchase,Fake watch. Bad quality.,Helpful,112,1,IIK Collection Watches Analogue Silver Dial Girl's & Women's Analogue Watch - IIK-1033W
thabitha kumari m,1,Image is very nice but actual piece is not good,2-Nov-17,Verified Purchase,Completely unsatisfied. Image is very nice but actual piece is not good.,16 people found this helpful,438,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Krishna,5,Very good items for school girls,6-Aug-19,Verified Purchase,Very reasonable price and built quality is good dail size equal to 5 rupee coin,,201,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Sulagna Halder,5,Value for money⌚❤️,15-Aug-18,Verified Purchase,It is a absolutely beautiful watch.. Though its a bit small in size but appropriate for daily use. Built quality is awsm. Design wise is also good. At this price its a value for money. I am happy with the product.,,271,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Amazon Customer,4,Four Stars,20-Apr-18,Verified Purchase,loved the quality but the watch dial is a bit smaller than expected,8 people found this helpful,260,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
kash,2,Warranty,17-Dec-18,Verified Purchase,Warranty card doesn't have date on it,,311,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
PS,5,Simple and beautiful watch!,16-Oct-18,Verified Purchase,Simple and beautiful watch.Its dial is small but cute.Must buy!,3 people found this helpful,353,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
SHEKHAR ASHOK CHAVAN,5,Awesome,12-Jul-19,Verified Purchase,I have purchased the items from amazon and have been unable to describe the item quality... Happy to look like luxurious products.,One person found this helpful,305,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Ari Tro,5,Just FAB,11-Mar-19,Verified Purchase,Bought it as a gift for my girlfriend for the occasion of our maiden anniversary and she just loved it. Overall a nice gift to be considered at a low price point.,One person found this helpful,50,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
DHINA,5,am happy. good watch with good quality,29-May-18,Verified Purchase,bang for the buck. am happy. good watch with good quality.Cheers,3 people found this helpful,234,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
A recent buyer,5,Sonata ladies watch,28-Jun-19,Verified Purchase,Absolutely beautiful product. Brought much delight to the receiver when gifted. A quality product too.,One person found this helpful,55,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
komal Jain,1,Not good at all,11-Jul-17,Verified Purchase,It's very smaller than showed in picture. Not good at all. Seller didnt mention exact description.Not happy with the product.,6 people found this helpful,318,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Kunal L.,5,Looks better in reality than the picture,21-Jan-19,Verified Purchase,Beautiful watch. Looks elegant and delicate. LOT better than the picture and at this price it is a steal. Go for it.,One person found this helpful,71,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Prashant s.,4,no more expected in this price range.....from sonata..,23-Apr-18,Verified Purchase,good in price range as expected bcos we cant expected more from tata brands sonata in this price range... good price good product..,3 people found this helpful,357,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
manju,4,MY FIRST WATCH WITH MY EARNINGS,19-Sep-19,Verified Purchase,It's awesome...this is my first watch with my earnings and I'm very happy about this. Hope this will work well will update soon.But the dial is smaller compared to the picture shown. Infact very smaller. Other than that I love this watch a lot. Sonata offers an affordable price than brands like Titan.,,229,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Soumyadeep Maity,5,Good deal..just grab it.,23-Jun-18,Verified Purchase,Great deal. Very nice product with this price. Watch quality is impressive but chain width is quite small...before buy see the the dimensions of the watch.,2 people found this helpful,431,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Sathish,1,Post one month use - product malfunctioning,31-Dec-18,Verified Purchase,Writing this review after 1 month of use.. the product started malfunctioning.. the seconds handle kept pausing every for 2-3 secs ...regreting buying it now..,One person found this helpful,253,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Rashmi a.,5,Nice,5-Aug-19,Verified Purchase,I purchased it for my mom,One person found this helpful,413,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Marilyn Vaz,4,Deliccate but simple,31-Oct-18,Verified Purchase,Elegant looking watch which is good for daily office wear. But a slight hit and it has got a big scratch on the dial already. So have to be careful with it.,Helpful,334,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
shreshta pv,3,Too small,12-Nov-17,Verified Purchase,Everything is good but too simple and dial is too small!,2 people found this helpful,226,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Deepali mangeshkar,1,Very bad product,12-Apr-19,Verified Purchase,Horrible product ..would never recommend any one to buy it,Helpful,396,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Sree Ram,5,Nice,5-Nov-19,Verified Purchase,Gifted to my sister she is happy and product is good.,Helpful,128,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Raghu Dhanya,4,Nice product from trusted brand.,17-Jun-19,Verified Purchase,Nice product from trusted brand.,Helpful,371,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Aksh,5,Nice watch.. Thank you Amazon,12-Jul-19,Verified Purchase,Very good watch for reasonable price.. Gifted for my Friend. She loved it,Helpful,237,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Manjita Rai,5,Value for money,9-Feb-19,Verified Purchase,Looking so nice I love it thanks Amazon.....,Helpful,98,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Kavya Narayanappa,5,!!!,2-Apr-19,Verified Purchase,Beautiful watch in good price,Helpful,383,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Aarti,1,Not satisfied,21-Oct-18,Verified Purchase,The way they show I think big dial but very small I'm not satisfied,Helpful,237,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Amazon Customer,5,Very good,3-Nov-19,Verified Purchase,Very good,Helpful,230,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Meenakshi Dalal,4,Nice watch,17-Oct-18,Verified Purchase,Nice amazing,Helpful,235,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Amazon Customer,5,Good,30-Oct-19,Verified Purchase,Good,Helpful,146,3,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Tapan B Patel,5,Case cracked,19-Oct-19,Verified Purchase,Case having cracked,Helpful,308,1,Sonata Analog White Dial Women's Watch -NJ8976SM01W
Sagar Mahesh Puruswani,5,Awesome purchase,11-Nov-18,Verified Purchase,Wonderful product by sonataOn time delivery by amazonBest in price if you looking for cheap and also best at same time,Helpful,390,2,Sonata Analog White Dial Women's Watch -NJ8976SM01W
