Name,Score,Keyword,Time,Purchase,Text,votes,Helpful_Votes,product_name,Experience
Soorya,5,Five Stars,2015-06-20,Y,Great price for a good quality camera.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,5
Amazon Customer,4,Great waterproof camera!,2015-06-20,Y,"I used it three times snorkeling in the Bahamas. It worked perfectly in the water and out. I attached a wrist strap float and, while it never fell off my wrist, it did float the camera well (I tested it). The hardest thing I found was when I was in the brighter area, taking pics of darker areas, the flash picked up floaties in the water and not the fish. It did better in shallow water and less well in deeper in water, even on the deeper water setting. Overall, it's a great camera that works well underwater and out of the water!",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,3
Amazon Customer,5,Great camera for the price.,2015-06-19,Y,"I bought a &#34;tough&#34; camera to have a camera I can take anywhere, carry in my pocket, use in the rain and bad weather, etc. It certainly stands up to whatever I've dished out. My only complaint is the zoom is not great and photos taken at full zoom aren't as sharp as I think they should be.<br />I would buy another one.",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,2
Ismail S,5,Great for travel (or anything else!),2015-06-19,Y,"Dropped it on the ground, in the water, got rained on, and took great photos. Not only that, it's super light and small (if weight is a concern, which it was for me).",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,4
zuber,5,Five Stars,2015-06-18,Y,Great camera,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,3
Vishnu.k,5,Five Stars,2015-06-17,Y,Good quality camera with decent pictures.  Held up well to a week of snorkeling so definitely a thumbs up!,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,3
Raghunath Prasad,2,1 Year Later Camera is Broken...,2015-06-15,Y,"Camera has stopped working about a year later. When you turn it on, the screen is just black and no matter what I do I cannot fix it.",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,5
Ajeesa Faiz,4,Nice Features and works well in water,2015-06-13,Y,Nice Features and works well in water. Pool mostly with maybe only 5ft down so far. Like it so far!,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
P,1,"Research the Camera, not just on Amazon.",2015-06-10,Y,"Wow, what a waste of money. Purchased this camera in August of 2013. Got to use it 2 times, the second time it stated it could not read the SD card. Changed out the SD card and still would not read it. Then I receive an error code stating &#34;System Error (focus). Please research a camera before you buy it. I just looked at the Amazon reviews and trusted that. When googling the issues this camera has and the lack of customer service Panasonic is known for, I should have spent my money elsewhere.",7,6,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,2
GANESH BOTTA,2,Worse than a phone camera,2015-06-09,Y,Very low image quality. Worse than a phone camera. Can't recommend it.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,3
JRS,1,Best part of my Florida trip left unrecorded due to ...,2015-06-09,Y,Miserable quality - after 3 days of diving no deeper than 10 feet it leaked and stopped working altogether. Best part of my Florida trip left unrecorded due to this camera's failure.<br />At $178 price you might be not too satisfied with the quality of the shot but leaking and ruining the CD card - come on!,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,4
Amazon Customer,5,Five Stars,2015-06-09,Y,Very good,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,3
Babita,1,One Star,2015-06-09,Y,Am not happy with the quality of pictures taken with this camera.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,2
Dev Manchester,5,Five Stars,2015-06-08,Y,Great camera,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,4
sravanth,4,Great pictures and bad seal,2015-06-07,Y,"It takes great pictures in and out of water. My only complaint is that it is very difficult to keep tiny grains of sand or dust out of the seal, and this camera is very sensitive to any little thing in the seal. I have used it snorkeling in the bay and to get pictures on land. It works great for both, but the seal is difficult to keep clean. I had an Olympus camera before I bought this one, and the Olympus was much easier to keep clean. The Olympus would not work if there was sand or dust in the seal, but I did not have a problem with either getting into the seal. It was also relatively easy to clean the seal area. It is pretty difficult to get sand out of the seal on this little camera. I need a needle and a magnifying glass to do it, because ANYTHING in the seal will mess up the camera. That said it takes great pictures, but it is very difficult to keep the seal clean.",11,10,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,3
Dipak pargi,5,Five Stars,2015-06-07,Y,Worked great when we were snorkeling -- super photos at the beach and underwater,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,3
Tushar,4,Four Stars,2015-06-07,Y,Just getting familiar with the product...leave on hike in 11 days.,1,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,4
NAKUL MAJHI,5,I love this item and Very Satisfied with product!!,2015-05-30,Y,Love this product! Came as described and in a timely manner! It is a very sturdy camera! It is as described and I got it at a steal! Very happy with my purchase. Still working great and In perfect condition! I even let my 6yr old take pictures with it when we are the beach and out and about so I was surprised when it has lasted me as long as it has with no indication of &#34;wear an tear&#34;!,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,2
Latheef,5,Five Stars,2015-05-27,Y,Awesome!,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
Himanshu sharma,1,"Daughter's Christmas present, now garbage!",2015-05-24,Y,"My daughter is an avid swimmer, and has talked about wanting to take pictures underwater for several years.  She was beyond excited when she got this camera for Christmas, and she was incredibly eager for summer to get here so she could take pictures with her friends at the outdoor pool.  Their first trip to the pool today with the camera, and within ten minutes, she was back home sobbing as the camera died the minute it hit the water. We had followed the waterproofing instructions perfectly.  Now she has lost the pictures she took earlier, and all of the excitement and anticipation has been smashed.  Way to go, Panasonic; I hope you enjoy the profits you make defrauding your (ex) customers.",1,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,3
Rajasekaran D L,5,One Tough Little Camera!,2015-05-23,Y,"Purchased this camera for my son who is an avid surfer, ocean swimmer and mountain biker. The camera takes really good pictures and video. The out of box experience couldn't be easier, unpack, charge and head out to capture some amazing action shots. He has used it in the water and while down hill mountain biking with better than expected results. Small & Rugged was the main factor for purchasing this camera,and the Panasonic Lumix DMC-TS25 does not disappoint, shock proof body and water/dust resistance have been well tested.<br />Built in editing capabilities are nice for on the fly editing. MP4 Video MP4 HD video in 1280 x 720p is easily started with a push of a button. Switching between video and photo modes and back again for seemless capture of both. MEGA O.I.S. conveniently compensates for blurring caused by hand-shake, necessary when shooting action. I would recommend this camera for anyone looking to get into action photography without breaking the bank.<br /><br />Specs:<br />Dustproof<br />Waterproof to 8 meter/26 feet<br />Shockproof to 1.5 meter/5 feet<br />*Freezeproof to -10 degree Celsius/14 Fahrenheit (We live in relatively mild climate so the cold weather specs have not been tested)",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,4
Borra janardhana,4,Initial experience has been good.,2015-05-22,Y,"We've used it only a couple of times since purchasing, only once actually underwater.  So far so  good.  We just followed the owners manual instructions for how to clean it afterwards.  I felt I could only give four stars since we really haven't &#34;tested&#34; it yet.",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,5
anbalagan,5,Excellent camera. Takes clear pictures for a point and ...,2015-05-22,Y,"Excellent camera. Takes clear pictures for a point and shoot.<br />I've used this several times under and around water with both still and recording mode and they both give nice results.<br />I haven't had a problem with fogging as others have noted even going from 80 degree air temperature to very cold mountain stream water flowing over waterfalls, pictures were hazy because of the rough water but once down past the falls and into the pools they were quite clear.",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,3
Swapnil patil.,5,Great little waterproof camera,2015-05-22,Y,"Great little waterproof camera. We used it on a vacation to Hawaii. Used it both in the water and out. Takes great pictures either way. We used it on a snorkeling expedition and it got us tons of pictures of sea turtles, fish and other marine life. Definitely worth the purchase to get some of those once in a lifetime pictures.",3,2,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
Ranjith Kumar,2,Not for in the water,2015-05-21,Y,Worked very well as an ordinary point and shoot but failed in the water.  The seal on the battery/card closure is totally inadequate.  It need a more substantial rubber seal and a pressure mechanism to ensure the seal is tight.  Unfortunately I was on a long trip and by the time I returned home the return window had expired.,1,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,4
Kapil Ahirwar,1,Not very waterproof,2015-05-21,N,"I really liked the pictures this camera took, but the very first time I used it underwater (shallow snorkeling for 30 mins) it got water inside the battery compartment and stopped working.  I could have sent it Panasonic for repair, but after reading some poor reviews about their repair service, decided to send it back to Amazon instead for a refund.<br /><br />If you need this camera for non-water use, I think it will be fine and take great pics for you.  But beware if you're planning to use it underwater - the seal does not seem be well-designed, judging from the number of reviewers that have had this same issue.",1,1,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,4
M Pavan Kumar,5,Five Stars,2015-05-18,Y,Very lightweight and waterproof.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,3
S.Afreen,5,Great Value and Quality,2015-05-15,Y,This is truly the little camera that could.  I am a PADI certified scuba diver and purchased this camera last minute for a trip to Jamaica. This camera by far outperformed its stated specs. For those on the fence about purchasing this unit don't be. It takes amazingly clear photos and functions at depths far beyond whats stated by the manufacturer. I took this down to 45 feet. Thats almost twice the stated approved depth by Panasonic and the unit function flawlessly. I shot crystal clear videos seemingly in HD and the photos came out just as clear. This is a steal for the price.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,2
Deepak Sarkar,5,Five Stars,2015-05-13,Y,love it,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
sunil kumar,5,Five Stars,2015-05-12,Y,Good value; arrived quickly.  Love the underwater feature.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,5
BHARATHI E,4,Great on dry land,2015-05-07,Y,Takes nice pictures but haven't put it under water yet.  That'll be the real test.  Either it will get the final star or lose a few-depending.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,2
Prajwal c s,3,great for photos by the pool or on the boat,2015-05-06,Y,"Its definitely waterproof, but as far as 'underwater' goes... not so much. Everything comes out quite blurry and grainy. So, great for photos by the pool or on the boat, but not really for snorkeling/diving, etc.",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,5
Ganesh ram,4,This is the 2nd one of these I bought. It takes great pictures and video. It has some nice settings. MIND THE BATTERY GASKET!,2015-05-05,Y,"This is the 2nd one of these I bought. It takes great pictures and video. It has some nice settings. I've used it on several trips to the Philippines, land, beach, sea, bracish water, fresh, etc.<br />The gasket on the battery compartment will leak eventually. If you never take it on any dives shallower than 3 meters it might not leak. I'm not sure. It will last you a trip or two depending on your application. I'm in the process of sending back my 1st one right now. I like it but it's not something that will last moderate adventures longer than a few weeks. The contacts inside the battery & memory card area corrode. Still, I like it quite a bit until I find something better or want to spend a bunch more money on something of much higher quality.",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,3
raju,1,One Star,2015-05-05,Y,really bad quality photos and bad colour depth.,1,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
ravididla,1,I am very disappointed by this camera,2015-05-02,Y,I am very disappointed by this camera.  I used it while on vacation & did everything I was supposed to do to ensure it was waterproof & water got in some how.  Now company wants me to pay for new shipping both ways for refund.  When I had an issue with my panasonic DVD player the company treated me much better so I'm guessing the cameras are a slightly different branch of company.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,2
ROHIT KUMAR,5,Five Stars,2015-05-01,Y,"nice camera, used when snorkeling, good pictures and good video",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,4
Ganesh Dhanwale,5,Great Buy,2015-05-01,Y,Easy to use and took great pics in and out of the water. Only issue is how slick the exterior is.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
Amazon Customer,1,Don't waste your money!,2015-04-29,Y,"I can't give it NO stars so it gets 1 star.  Don't waste your money.  I got this for our Hawaii trip. I tested it before leaving in fresh water, and the pics were pretty decent.  I followed the care procedures exactly as they described in the instructions.  I get it in the salt water on our trip on day 1 for *less than 30 minutes* (up to 80 minutes is allowed) and it starts acting up. (frozen, screen flashing, refusing to take pictures or change from camera to viewing)  Took it out and again cleaned, dried it etc exactly how it was described and by that night it wouldn't even turn on anymore.  I charged the battery again just to make sure and still no luck. The screen is fogged with condensation.  Beyond infuriating to spend this kind of money just to have no way of capturing my trip in pictures.",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
Kavitha,5,"Mud, Rain, Heat, and Sand a Year Later and Still Works Great !!",2015-04-24,N,"I love this camera for my active lifestyle. It held up through a Tough Mudder mud run; metric cycling centuries; hiking with my pups; ziplining; pickleball tournaments; and even while flying. Look at the attached photo of Half Moon Bay. Note the texture of the water and the ocean spray behind the cliff in the background. I love the sport mode, as it gets great action shots. I do have to take time to explore all of the modes, functions, and other settings. This process is pretty intuitive, which is important to me. When I have only a moment to spare to take a quick picture, I want to spend that time on the shot, and not fumbling through settings. I have had this camera for a year now (April 2014 - April 2015) as I type this review. It still looks and feels and functions as if it were brand new!",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
Surendear,4,Four Stars,2015-04-23,Y,Good camera. Price point is right on.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,2
Jagadisha .m,5,Five Stars,2015-04-23,Y,Takes great underwater and out of the water pictures,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,2
Mohit kumar,5,it does a very good job of taking pictures underwater,2015-04-23,Y,considering the price of this underwater camera. it does a very good job of taking pictures underwater. the battery life is decent.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,5
Alok kukreja,5,Five Stars,2015-04-18,Y,excellent!,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,5
snehal,4,Four Stars,2015-04-18,Y,haven't tries the waterproof feature yet but camera seems to be A-OK,1,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,5
Suraj Shinde,5,Love,2015-04-17,Y,"The only camera I use anymore.  Doesn't matter if it's raining or we snorkel, I'm ready. Love it",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,4
Praveen Kumar,5,Five Stars,2015-04-15,Y,Great quality underwater pictures.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
Rv Thakur,5,Five Stars,2015-04-13,Y,Great little camera.  Did well in and out of the water.  Very pleased.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,4
Mohdazheruddin,4,Four Stars,2015-04-12,Y,"Our granddaughter loved this, but am not sure she uses it.",1,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,5
Prem Kumar Namdev,5,"Beautiful, high-resolution pictures that look better than some digital ...",2015-04-10,Y,"Beautiful, high-resolution pictures that look better than some digital cameras I've used above the water's surface. Great quality for the price!",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,2
Amzn cust,5,... project in a Chemical Plant and has been a great acess.,2015-04-10,Y,Camera's were purchased for an outside project in a Chemical Plant and has been a great acess.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,5
Sandeep Dhariwal,2,Leaky,2015-04-09,Y,"Photo quality is quite good, but the waterproofing isn't.  Mine leaked like crazy and I still don't know what I did wrong.",1,1,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,5
vasanth,4,Four Stars,2015-04-09,Y,Highly recommend would give 4.5,1,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,5
Amazon Customer,5,Is Waterproof.,2015-04-08,Y,Does what it is suppose to do.,1,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,3
Mr.Dinesh.U.Chavan,2,The delivery was great but when I used it the 2nd time it ...,2015-04-07,Y,The delivery was great but when I used it the 2nd time it froze up and I willhave to send it away to get the warrantee work done.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,5
Avi,5,Five Stars,2015-04-06,Y,awesome. I used it this weekend,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
Manthi mouli sai,1,Junk,2015-04-05,Y,"Very dissatisfied and am returning this purchase.  It leaks like crazy and has cost me some great photos from a Caribbean vacation.  Even the photos that I did produce, were not very good quality.",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,2
Vikas,4,A good camera.,2015-04-04,Y,"I like that little camera. Had a big one so decided to get something smaller and it has worked great. My husband climbs so he clips it to his harness or backpack and it is quite handy. It takes good pictures. Maybe not the best in the world but pretty clear. Night shots are questionable, sometimes you have to get the right setting to make it good and might take a minute. Didn't take pictures under water yet so not sure but it is nice to take it boating and not to worry about getting it wet.",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,4
Vrushali,5,Ruggedized waterproof camera :: Ultimate reason to leave the phone behind,2015-04-03,Y,"Camera took great pictures for a great price and held up under snorkeling, bodysurfing and free diving to 25 feet or so in Krabi Thailand.  Battery life is very good and images are clear.  Get a 32 Gig SD card and you'll have a weeks worth of Hi-Dev videos, stills and panoramas!",21,20,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,2
Chinmay,5,Five Stars,2015-04-03,Y,Excellent pics from a very reasonably priced camera!  27 ft depth support met all our needs.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,3
Md.Nabin,5,Five Stars,2015-04-02,Y,great,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
Concrete Buyer,5,"Duh, this thing was perfect for me.",2015-04-01,Y,"Duh, this thing was perfect.  The quality of the image is not a 10 out of 10, but it's a point and shoot and it goes under water.  I took it on a cruise and have zero complaints.  The battery life was very long.  The camera has a lot of good options.  It's fast at taking the shot.  It was a good camera.  I have a digital SLR, but I didn't want to lose it or dunk it in water by accident, and this camera fit the bill.<br /><br />I purchased two SanDisk Ultra 32GB Class 10 SDHC Memory Card for it, I think 64GB may have an issue, but I didn't fill up 1/3rd of the card, and I took a lot of pictures.",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,3
Abhishek,5,Five Stars,2015-03-31,Y,good!!,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,5
lalchenpuia,5,Excellent for taking pictures while out snowshoeing - all others ...,2015-03-29,Y,Excellent for taking pictures while out snowshoeing - all others can't take the freezing temps. I can't wait to try it in the Caribbean - under water. Better than worrying about ruining your cellphone.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
KULDEEP S.,5,Five Stars,2015-03-27,Y,Great,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
Naanna,1,Not a good product,2015-03-26,Y,"This camera had ok picture quality to start for out of the water, but the first time I used it underwater after properly following the directions, it fogged up and eventually the screen stopped working.",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,3
Rumpa,5,I am completely pleased with this camera and I love it,2015-03-24,Y,"I am completely pleased with this camera and I love it. Its panorama feature is just amazing. I recommend to use the lanyard to everyone, as the camera is small, flat and compact and in the firs five minutes I skipped it but the lanyard held it up.",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,4
Tejas Joshi,5,Five Stars,2015-03-23,Y,Great for use in the holiday season.,1,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,5
Atteli anusha,1,CAMERA WATERLOGGED DURING FIRST UNDERWATER USE!!  POOR RETURN POLICY/PANASONICS REPAIR WEBSITE NON-EXISTANT,2015-03-23,Y,"I normally don't write reviews, but am so infuriated with this product!  (Definitely NOT WATERPROOF!!) Used once (above water) while on vacation in the tropics, didn't get wet or submerge or open the battery / SD compartment in the water or even after out of the water- took nice pictures. The next day, this time shallow water snorkeling, followed all precautions and double checked everything before getting in water (camera was attached to my wrist via Float strap), as soon as camera went below surface, noticed the flash-flashing frequently and spontaneously, then the display screen started to cut in and out- then nothing.  I brought the camera above water, turned it off, then turned on again-the flash still firing spontaneously and nothing on the display screen. Took the camera to my hotel room, followed the post-salt water exposure procedures and after camera was dry -opened the battery/SD compartment- pretty dry, only a few water streaks when I removed the battery and top of SD card was damp- however lens and flash completely fogged and water with bubbles trapped in camera behind the display screen.  Checked the camera's casing for cracks, pinholes, checked seams- everything looked normal.  I bought this camera on Jan 27th,2015 and used as above March 9th and 10th. Can't return to  Amazon (they will only allow return for this device for 30 days-What a load of crap!!).  Tried to request repair thru www.panasonic.com/repair- this website doesn't exist and redirects you to shop.panasonic website!!  (I did complete warranty registration thru Panasonic, also received info on Square Trade Warranty Extension-  but, when try to extend warranty- Square Trade say's &#34;sorry purchase price is too low to cover this product&#34;.) I planning on calling Panasonic Customer Call Center (but, am not optimistic due to high number of complaints on Consumer Affairs Website-re: call center and Panasonic's handling of camera repairs)",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,5
Akshay Uikey,5,and works great!,2015-03-21,Y,"It's cute, portable,  and works great!",1,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,4
Anish,1,Disappointed,2015-03-21,Y,"Purchased this camera to take on our vacation to St Thomas and St Johns and it worked on day only. I followed instructions after using it in the water and it took maybe 2 pictures after that on day 2. Buttons quit working, had to charge battery again and then suddenly it just stopped working! Then I had no camera for the rest of my vacation!! Needless to say very disappointed and returning it!",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,4
Mantu yadav,5,The pictures are amazing! I did not get a chance to use ...,2015-03-20,N,"If anyone has ever walked up Dunn's River Falls in Jamaica, they'll know what I,m talking about. I had this camera strapped around my wrist the entire trek getting bumped on rocks and submersed in water constantly. The pictures are amazing! I did not get a chance to use it to take underwater pictures but for its durability, I highly recommend it.",1,1,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,5
Akshay raykar,5,Five Stars,2015-03-18,Y,Camera works great!,1,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,4
Nihal kumar,5,Picture Perfect!,2015-03-17,Y,I just used this camera on a trip to take photos during a snorkel and I love the quality of the photos.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,3
Rubin,5,Great camera for the price and the functionality,2015-03-16,Y,"Great camera for the price and the functionality.  It works great in water, snow, and can stand the knocks and abuse of a 4 year old.  I would recommend this camera to any outdoor person who is active and wants a camera that will not break quickly.",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,5
Jhavendra kumar verma,5,Five Stars,2015-03-16,Y,LOVE IT!!,1,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
Akash pandey,5,fits great in any pocket,2015-03-16,Y,"Durable, fits great in any pocket, and takes excellent pictures.",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
Sonam b.,5,Among the best in its class.,2015-03-15,Y,"Takes good pictures, even after reducing picture size to 600 KB.  Works well in low light conditions. Small and easy to use. Video easy to use, too.",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,5
SK MUSTAFIKAR,5,Perfect for what I needed,2015-03-14,Y,"Perfect for what I needed and price really fit too.......... I've used this for a little while now and can say it's pretty damn good, takes really good pictures in and out of the water.....",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,4
Kaushik kumar Mitra,5,LOVE IT happy from day one,2015-03-14,Y,LOVE IT happy from day one . If  some one needs to get a camera for ease of use an great pictures this is the one to get.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
Srinivas Sri,5,excellent seller,2015-03-13,Y,"easy to use, tough waterproof camera that takes outstanding pictures -- highly recommended -- delivery was on time and product was as represented",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
Hanumantha k,5,"Inexpensive, waterproof and has good video quality.",2015-03-12,Y,I attached this camera to a monopod and put it underwater.  The video was quality was as good as 720p gets.  I'm very happy with this purchase.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,2
Kavya,1,It got water-logged and died after a year.,2015-03-12,N,"I got this camera last year for beach vacations that I was unwilling to bring my SLR camera to. Also for snorkeling. Last year's beach vacation and snorkeling photos went fine. This past vacation (door clear of debris & sand), took it snorkeling, I literally floated on top of sea so camera was never in water deeper than 24 inches of water. It took a few shot before becoming water logged and died. Luckily I pulled the SIM card and all my photos made it. But alas the camera is dead.",3,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
JAYAKUMAR,5,good quility pictures,2015-03-10,Y,"Purchase this camera for Cancun vacation, made many underwater photos, good quility pictures.",0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,1
Samim Raja Mondal,3,Great underwater camera,2015-03-10,Y,Update June 2016: only used this camera for 2 vacations (only 1 was water) and it no longer works. The screen is totally black. My last Panasonic waterproof lasted years and many snorkeling trips; this one only lasted one.   Bought for my cruise vacation.  It worked amazingly well.  It took great underwater pictures.,0,0,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,2
SANGEETHA,5,Great camera!,2015-03-10,Y,Husband loved this bday gift. We took it everywhere on our trip to Mexico. Loved not having to worry about if the camera got wet. It was nice to bring it on snorkeling trips and in the pool too!,1,1,Panasonic Lumix DMC-TS25 16.1 MP Tough Digital Camera with 8x Intelligent Zoom,4
